Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
SEA 43-2006,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,55
SEA 43-2006,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,300
SEA 43-2006,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2006,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,134
SEA 43-2006,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2006,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,79
SEA 43-2007,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,45
SEA 43-2007,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,258
SEA 43-2007,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2007,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,126
SEA 43-2007,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2007,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,81
SEA 43-2008,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,37
SEA 43-2008,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,259
SEA 43-2008,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2008,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,121
SEA 43-2008,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2008,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,84
SEA 43-2009,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,48
SEA 43-2009,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,493
SEA 43-2009,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2009,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,255
SEA 43-2009,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2009,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,207
SEA 43-2011,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,33
SEA 43-2011,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,277
SEA 43-2011,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2011,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,132
SEA 43-2011,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2011,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,99
SEA 43-2013,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,23
SEA 43-2013,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,314
SEA 43-2013,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2013,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,157
SEA 43-2013,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2013,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,134
SEA 43-2014,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,50
SEA 43-2014,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,347
SEA 43-2014,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2014,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,181
SEA 43-2014,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2014,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,131
SEA 43-2015,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,61
SEA 43-2015,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,341
SEA 43-2015,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2015,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,137
SEA 43-2015,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2015,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,76
SEA 43-2016,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,20
SEA 43-2016,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,344
SEA 43-2016,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2016,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,153
SEA 43-2016,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2016,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,133
SEA 43-2017,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,27
SEA 43-2017,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,446
SEA 43-2017,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2017,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,195
SEA 43-2017,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2017,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,168
SEA 43-2018,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,42
SEA 43-2018,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,594
SEA 43-2018,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2018,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,285
SEA 43-2018,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2018,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,243
SEA 43-2020,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,48
SEA 43-2020,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,369
SEA 43-2020,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,1
SEA 43-2020,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,177
SEA 43-2020,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2020,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,128
SEA 43-2021,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,52
SEA 43-2021,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,771
SEA 43-2021,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,1
SEA 43-2021,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,342
SEA 43-2021,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2021,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,289
SEA 43-2023,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,37
SEA 43-2023,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,400
SEA 43-2023,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2023,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,156
SEA 43-2023,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2023,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,119
SEA 43-2024,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,25
SEA 43-2024,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,327
SEA 43-2024,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2024,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,141
SEA 43-2024,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2024,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,116
SEA 43-2025,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,41
SEA 43-2025,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,566
SEA 43-2025,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2025,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,256
SEA 43-2025,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2025,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,215
SEA 43-2026,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,48
SEA 43-2026,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,353
SEA 43-2026,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2026,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,162
SEA 43-2026,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2026,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,114
SEA 43-2027,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,17
SEA 43-2027,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,283
SEA 43-2027,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2027,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,154
SEA 43-2027,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2027,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,137
SEA 43-2028,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,36
SEA 43-2028,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,421
SEA 43-2028,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2028,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,214
SEA 43-2028,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2028,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,178
SEA 43-2029,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,87
SEA 43-2029,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,703
SEA 43-2029,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,1
SEA 43-2029,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,357
SEA 43-2029,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2029,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,269
SEA 43-2033,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,52
SEA 43-2033,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,382
SEA 43-2033,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2033,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,197
SEA 43-2033,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2033,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,145
SEA 43-2034,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,30
SEA 43-2034,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,433
SEA 43-2034,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2034,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,203
SEA 43-2034,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2034,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,173
SEA 43-2035,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,55
SEA 43-2035,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,682
SEA 43-2035,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2035,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,212
SEA 43-2035,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2035,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,157
SEA 43-2037,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,22
SEA 43-2037,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,564
SEA 43-2037,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,1
SEA 43-2037,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,230
SEA 43-2037,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2037,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,207
SEA 43-2038,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,49
SEA 43-2038,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,570
SEA 43-2038,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2038,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,240
SEA 43-2038,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2038,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,191
SEA 43-2039,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,23
SEA 43-2039,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,313
SEA 43-2039,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2039,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,147
SEA 43-2039,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2039,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,124
SEA 43-2040,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,No,25
SEA 43-2040,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Registered Voters,430
SEA 43-2040,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Times Blank Voted,0
SEA 43-2040,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Times Counted,166
SEA 43-2040,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Times Over Voted,0
SEA 43-2040,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,8,7,Total,NP,Yes,141
SEA 43-2043,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,22
SEA 43-2043,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,290
SEA 43-2043,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2043,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,125
SEA 43-2043,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2043,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,103
SEA 43-2044,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,18
SEA 43-2044,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,351
SEA 43-2044,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2044,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,133
SEA 43-2044,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2044,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,115
SEA 43-2045,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,32
SEA 43-2045,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,291
SEA 43-2045,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2045,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,136
SEA 43-2045,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2045,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,104
SEA 43-2047,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,60
SEA 43-2047,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,676
SEA 43-2047,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2047,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,309
SEA 43-2047,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
SEA 43-2047,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Yes,249
SEA 43-2048,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,No,35
SEA 43-2048,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Registered Voters,370
SEA 43-2048,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Blank Voted,0
SEA 43-2048,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Counted,155
SEA 43-2048,King County Transportation District Proposition No. 1 Sales and Use Tax and Vehicle Fee for Transportation Improvements,43,2,7,Total,NP,Times Over Voted,0
